Review,Rating,Date,Helpful Count,source,raw_text,cleaned_text,is_relevant,exploration_signal,barriers,categories_mentioned,relevance_reason
I m sharing my experience after using from months that blinkit is having pathetic customer care service because they send you rotten items dirty package first of all they will not return and the most they won't accept and not apologize for that so people's continue buying but order COD and checked everything on your doorstep and if it's not ok don't receive,2,2026-07-29 12:41:11 UTC,0,play_store,I m sharing my experience after using from months that blinkit is having pathetic customer care service because they send you rotten items dirty package first of all they will not return and the most they won't accept and not apologize for that so people's continue buying but order COD and checked everything on your doorstep and if it's not ok don't receive,share experience use month blinkit pathetic customer care service send rotten item dirty package first return wont accept apologize people continue buy order cod check everything doorstep ok dont receive,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
delivery charges are to expensive 😭,3,2026-07-29 12:40:33 UTC,0,play_store,delivery charges are to expensive 😭,delivery charge expensive,True,want_to_explore_blocked,price_uncertainty_new_category,,intent or category talk with friction/barrier cues
randomly got hit with a 30 rs surge charge,1,2026-07-29 12:38:11 UTC,0,play_store,randomly got hit with a 30 rs surge charge,randomly get hit 30 r surge charge,True,want_to_explore_blocked,price_uncertainty_new_category,,intent or category talk with friction/barrier cues
ye log change nhi rakhte,1,2026-07-29 12:36:50 UTC,0,play_store,ye log change nhi rakhte,ye log change nhi rakhte,False,noise,,,no category-exploration signal
♥️,5,2026-07-29 12:36:01 UTC,0,play_store,♥️,♥️,False,noise,,,no category-exploration signal
app is a very nice trustable app,5,2026-07-29 12:32:25 UTC,0,play_store,app is a very nice trustable app,app nice trustable app,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
easy to way buy products.,5,2026-07-29 12:32:14 UTC,0,play_store,easy to way buy products.,easy way buy product,False,noise,,,no category-exploration signal
"mind blowing app , which give me proper facility to your house gate and very polite delivery staff and agent .... nice app i like it very much ... appreciate to all the blinkit team..for this valuable services",5,2026-07-29 12:31:35 UTC,0,play_store,"mind blowing app , which give me proper facility to your house gate and very polite delivery staff and agent .... nice app i like it very much ... appreciate to all the blinkit team..for this valuable services",mind blow app give proper facility house gate polite delivery staff agent nice app like much appreciate blinkit teamfor valuable service,False,noise,,,no category-exploration signal
Thank's For Expressive Delivery,5,2026-07-29 12:29:41 UTC,0,play_store,Thank's For Expressive Delivery,thanks expressive delivery,False,noise,,,no category-exploration signal
good one,5,2026-07-29 12:28:45 UTC,0,play_store,good one,good one,False,noise,,,no category-exploration signal
dubble payment houi hai abhi refund nhi houi hai customer service very bad service,1,2026-07-29 12:28:38 UTC,0,play_store,dubble payment houi hai abhi refund nhi houi hai customer service very bad service,dubble payment houi hai abhi refund nhi houi hai customer service bad service,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
Not available in my area so I order at my friend address Please make it available in my area soon,5,2026-07-29 12:28:25 UTC,0,play_store,Not available in my area so I order at my friend address Please make it available in my area soon,available area order friend address please make available area soon,True,want_to_explore_blocked,coverage_or_eta|assortment_gap,,intent or category talk with friction/barrier cues
v nice 👌,5,2026-07-29 12:28:15 UTC,0,play_store,v nice 👌,v nice,False,noise,,,no category-exploration signal
very good customer service ❤️,5,2026-07-29 12:27:46 UTC,0,play_store,very good customer service ❤️,good customer service,False,noise,,,no category-exploration signal
"no proper communication channel at all, you will not know unless you call and find out what's happening",1,2026-07-29 12:26:04 UTC,0,play_store,"no proper communication channel at all, you will not know unless you call and find out what's happening",proper communication channel know unless call find whats happen,False,noise,,,no category-exploration signal
🤟,5,2026-07-29 12:25:27 UTC,0,play_store,🤟,🤟,False,noise,,,no category-exploration signal
This is a fabulous app but there is always hope for improvement and I've a complaint of sometimes getting coffee tetra packs without straws apart from this one thing everything else is fine,4,2026-07-29 12:25:23 UTC,0,play_store,This is a fabulous app but there is always hope for improvement and I've a complaint of sometimes getting coffee tetra packs without straws apart from this one thing everything else is fine,fabulous app always hope improvement ive complaint sometimes get coffee tetra pack without straws apart one thing everything else fine,True,stuck_in_routine,,,routine/reorder language without exploration intent
they don't return items after delivery if product is not good,1,2026-07-29 12:24:33 UTC,0,play_store,they don't return items after delivery if product is not good,dont return item delivery product good,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
fantastic service,5,2026-07-29 12:24:19 UTC,0,play_store,fantastic service,fantastic service,False,noise,,,no category-exploration signal
excellent gud superb,5,2026-07-29 12:23:19 UTC,0,play_store,excellent gud superb,excellent gud superb,False,noise,,,short generic praise/complaint without category cues
Fast delivery impressive🎉,4,2026-07-29 12:21:11 UTC,0,play_store,Fast delivery impressive🎉,fast delivery impressive,False,noise,,,no category-exploration signal
this app is the best,5,2026-07-29 12:20:45 UTC,0,play_store,this app is the best,app best,False,noise,,,no category-exploration signal
🥳 thank you,5,2026-07-29 12:20:33 UTC,0,play_store,🥳 thank you,thank,False,noise,,,no category-exploration signal
very good awesome quality and service is best.,5,2026-07-29 12:19:48 UTC,0,play_store,very good awesome quality and service is best.,good awesome quality service best,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
don't buy electronics from this platform. they say 7day replacement yet they don't stick to their words even when the product is faulty.,1,2026-07-29 12:18:57 UTC,0,play_store,don't buy electronics from this platform. they say 7day replacement yet they don't stick to their words even when the product is faulty.,dont buy electronics platform say 7day replacement yet dont stick word even product faulty,True,unclear,,electronics,category or barrier cues without clear funnel stage
prompt service good 😊,5,2026-07-29 12:18:07 UTC,0,play_store,prompt service good 😊,prompt service good,False,noise,,,no category-exploration signal
one of the best item I get like groceries and other suppliments here...,5,2026-07-29 12:17:57 UTC,0,play_store,one of the best item I get like groceries and other suppliments here...,one best item get like grocery suppliments,False,noise,,,no category-exploration signal
good 👍 to you ☺️,5,2026-07-29 12:17:08 UTC,0,play_store,good 👍 to you ☺️,good,False,noise,,,no category-exploration signal
really useful in times of emergencies,5,2026-07-29 12:16:42 UTC,0,play_store,really useful in times of emergencies,really useful time emergency,False,noise,,,no category-exploration signal
Best choice,5,2026-07-29 12:13:51 UTC,0,play_store,Best choice,best choice,False,noise,,,no category-exploration signal
price jyada ha market se,3,2026-07-29 12:11:19 UTC,0,play_store,price jyada ha market se,price jyada ha market se,True,want_to_explore_blocked,price_uncertainty_new_category,grocery,intent or category talk with friction/barrier cues
ok fast delivery urgent,5,2026-07-29 12:10:48 UTC,0,play_store,ok fast delivery urgent,ok fast delivery urgent,False,noise,,,short generic praise/complaint without category cues
amazing 👏 🤩,5,2026-07-29 12:10:13 UTC,0,play_store,amazing 👏 🤩,amaze,False,noise,,,no category-exploration signal
very poor service,1,2026-07-29 12:09:37 UTC,0,play_store,very poor service,poor service,False,noise,,,no category-exploration signal
very good application to buy any product,5,2026-07-29 12:07:11 UTC,0,play_store,very good application to buy any product,good application buy product,False,noise,,,no category-exploration signal
they lie about estimated delivery all the time. say 10 mins and nothing even gets dispatched after 10 mins at least half the time,1,2026-07-29 12:06:13 UTC,0,play_store,they lie about estimated delivery all the time. say 10 mins and nothing even gets dispatched after 10 mins at least half the time,lie estimate delivery time say 10 min nothing even get dispatch 10 min least half time,False,noise,,,no category-exploration signal
GOOD RANGE AVAILABLE,5,2026-07-29 12:06:11 UTC,0,play_store,GOOD RANGE AVAILABLE,good range available,False,noise,,,no category-exploration signal
good app for groceries,5,2026-07-29 12:05:44 UTC,0,play_store,good app for groceries,good app grocery,False,noise,,,short generic praise/complaint without category cues
no change available always,1,2026-07-29 12:05:33 UTC,1,play_store,no change available always,change available always,True,stuck_in_routine,,,routine/reorder language without exploration intent
RS 30 chees ko 85 mai kyoo dei rha ho,2,2026-07-29 12:03:50 UTC,0,play_store,RS 30 chees ko 85 mai kyoo dei rha ho,r 30 chees ko 85 mai kyoo dei rha ho,False,noise,,,no category-exploration signal
verygood,5,2026-07-29 11:59:39 UTC,0,play_store,verygood,verygood,False,noise,,,no category-exploration signal
very usefull app,5,2026-07-29 11:58:41 UTC,0,play_store,very usefull app,usefull app,False,noise,,,no category-exploration signal
nice application,5,2026-07-29 11:57:27 UTC,0,play_store,nice application,nice application,False,noise,,,short generic praise/complaint without category cues
App is good but the discounts on cards and UPI are limited now. not like they used to offer earlier. local retailers now give more discount than blinkit. so now we are thinking of moving out from the app to the local store.,4,2026-07-29 11:56:58 UTC,0,play_store,App is good but the discounts on cards and UPI are limited now. not like they used to offer earlier. local retailers now give more discount than blinkit. so now we are thinking of moving out from the app to the local store.,app good discount card upi limit like use offer earlier local retailer give discount blinkit think move app local store,True,want_to_explore_blocked,assortment_gap,,intent or category talk with friction/barrier cues
